legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
724500VFZ734CDIZLV82;27-12-2022;ISSUED;18-02-2020;18-02-2023;;;;;Wens Business Events B.V.;ACTIVE;RA000463;08162829;Besloten Vennootschap;Stationsweg 24;;;;Baarn;3743EN;;NL;Stationsweg 24;;;;Baarn;3743EN;;NL;NL;;FULLY_CORROBORATED;RA000463;08162829;724500A93Z8V1MJK5349
7245006GRXTR5JDU8A74;27-12-2022;ISSUED;16-01-2018;16-01-2023;;;;;Van der Slikke-Kotvis B.V.;ACTIVE;RA000463;20154948;Besloten Vennootschap;Puijendijk 1;;;;Groede;4503PL;;NL;Puijendijk 1;;;;Groede;4503PL;;NL;NL;;FULLY_CORROBORATED;RA000463;20154948;724500A93Z8V1MJK5349
724500FQIN3AFJ8YWN73;27-12-2022;ISSUED;16-08-2016;16-08-2023;;;;;Hypenn RMBS VI B.V.;ACTIVE;RA000463;66503485;Besloten Vennootschap;Basisweg 10;;;;Amsterdam;1043AP;;NL;Basisweg 10;;;;Amsterdam;1043AP;;NL;NL;;FULLY_CORROBORATED;RA000463;66503485;724500A93Z8V1MJK5349
724500GBU1E9DLE82X97;27-12-2022;ISSUED;18-02-2015;18-02-2023;;;;;Coöperatie VGZ U.A.;ACTIVE;RA000463;10029718;Coöperatie;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;NL;;FULLY_CORROBORATED;RA000463;10029718;724500A93Z8V1MJK5349
72450051FPEA79VNJ683;27-12-2022;ISSUED;18-02-2015;18-02-2023;;;;;N.V. Univé Zorg;ACTIVE;RA000463;37112407;Naamloze Vennootschap;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;NL;;FULLY_CORROBORATED;RA000463;37112407;724500A93Z8V1MJK5349
724500QKXRQGAIJX2078;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Steenland Chocolate B.V.;ACTIVE;RA000463;24354029;Besloten Vennootschap;Burgemeester van Reenensingel 127;;;;Gouda;2803PA;;NL;Burgemeester van Reenensingel 127;;;;Gouda;2803PA;;NL;NL;;FULLY_CORROBORATED;RA000463;24354029;724500A93Z8V1MJK5349
724500GWBK6DVROFBQ45;27-12-2022;ISSUED;18-02-2015;18-02-2023;;;;;N.V. Zorgverzekeraar UMC;ACTIVE;RA000463;09154428;Naamloze Vennootschap;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;NL;;FULLY_CORROBORATED;RA000463;09154428;724500A93Z8V1MJK5349
724500B4004VZT4CFQ23;27-12-2022;ISSUED;18-02-2015;18-02-2023;;;;;VGZ Zorgverzekeraar N.V.;ACTIVE;RA000463;09156723;Naamloze Vennootschap;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;NL;;FULLY_CORROBORATED;RA000463;09156723;724500A93Z8V1MJK5349
724500G5YG39B91W2D40;27-12-2022;ISSUED;10-01-2018;10-01-2023;;;;;Reus Dohmen Beheert B.V.;ACTIVE;RA000463;55978770;Besloten Vennootschap;Groesbeekseweg 240;;;;Nijmegen;6523PH;;NL;Groesbeekseweg 240;;;;Nijmegen;6523PH;;NL;NL;;FULLY_CORROBORATED;RA000463;55978770;724500A93Z8V1MJK5349
7245003J5VO935YSSL81;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Verhuizingen en Transporten M.J. van Brenen & Zns. B.V.;ACTIVE;RA000463;30029903;Besloten Vennootschap;Velperengh 6;;;;Doorn;3941BZ;;NL;Velperengh 6;;;;Doorn;3941BZ;;NL;NL;;FULLY_CORROBORATED;RA000463;30029903;724500A93Z8V1MJK5349
724500XRM4LFVFMLAL14;27-12-2022;ISSUED;10-01-2018;10-01-2023;;;;;Reus Dohmen Holding B.V.;ACTIVE;RA000463;34220657;Besloten Vennootschap;Groesbeekseweg 240;;;;Nijmegen;6523PH;;NL;Groesbeekseweg 240;;;;Nijmegen;6523PH;;NL;NL;;FULLY_CORROBORATED;RA000463;34220657;724500A93Z8V1MJK5349
724500U4CX86FLOB3255;27-12-2022;ISSUED;16-02-2015;16-02-2023;;;;;IZA Zorgverzekeraar N.V.;ACTIVE;RA000463;09154427;Naamloze Vennootschap;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;Nieuwe Stationsstraat 12;;;;Arnhem;6811KS;;NL;NL;;FULLY_CORROBORATED;RA000463;09154427;724500A93Z8V1MJK5349
724500ABZSY9H0O6EU87;27-12-2022;ISSUED;20-02-2014;20-02-2023;;;;;Cérélia Netherlands B.V.;ACTIVE;RA000463;23052278;Besloten Vennootschap;Baanhoek 186;;;;Sliedrecht;3361GN;;NL;Baanhoek 186;;;;Sliedrecht;3361GN;;NL;NL;;FULLY_CORROBORATED;RA000463;23052278;724500A93Z8V1MJK5349
724500ZB4QD6T28URE70;27-12-2022;LAPSED;19-05-2020;19-05-2021;;;;;Utea Beheer B.V.;ACTIVE;RA000463;12052437;Besloten Vennootschap;Laagheidehof 5;;;;Venray;5804XB;;NL;Laagheidehof 5;;;;Venray;5804XB;;NL;NL;;FULLY_CORROBORATED;RA000463;12052437;724500A93Z8V1MJK5349
724500X988PE07KEJB90;27-12-2022;ISSUED;15-02-2019;15-02-2023;;;;;Marks Angels B.V.;ACTIVE;RA000463;24439763;Besloten Vennootschap;Ree 64;;;;Reeuwijk;2811HG;;NL;Ree 64;;;;Reeuwijk;2811HG;;NL;NL;;FULLY_CORROBORATED;RA000463;24439763;724500A93Z8V1MJK5349
724500C4G7TQHG2E3U75;27-12-2022;ISSUED;20-02-2014;20-02-2023;;;;;Cérélia Netherlands Business Unit B.V.;ACTIVE;RA000463;51253798;Besloten Vennootschap;Baanhoek 186;;;;Sliedrecht;3361GN;;NL;Baanhoek 186;;;;Sliedrecht;3361GN;;NL;NL;;FULLY_CORROBORATED;RA000463;51253798;724500A93Z8V1MJK5349
72450076UHSOSOH63M49;27-12-2022;LAPSED;01-12-2017;01-12-2018;;;;;Tripoot Beheer B.V.;ACTIVE;RA000463;14069255;Besloten Vennootschap;Beekstraat 47;;;;Grevenbicht;6127AH;;NL;Beekstraat 47;;;;Grevenbicht;6127AH;;NL;NL;;FULLY_CORROBORATED;RA000463;14069255;724500A93Z8V1MJK5349
724500KQU1SI73NIDU68;27-12-2022;ISSUED;21-02-2018;21-02-2023;;;;;Bout en Moer B.V.;ACTIVE;RA000463;02095043;Besloten Vennootschap;Sikkel 12;;;;Delfzijl;9932BD;;NL;Sikkel 12;;;;Delfzijl;9932BD;;NL;NL;;FULLY_CORROBORATED;RA000463;02095043;724500A93Z8V1MJK5349
724500NLV9958UX8TJ50;27-12-2022;ISSUED;18-02-2014;18-02-2023;;;;;Smeermiddelen Industrie De Oliebron B.V.;ACTIVE;RA000463;23030440;Besloten Vennootschap;Merwedeweg 17;;;;Zwijndrecht;3336LG;;NL;Merwedeweg 17;;;;Zwijndrecht;3336LG;;NL;NL;;FULLY_CORROBORATED;RA000463;23030440;724500A93Z8V1MJK5349
7245007DR9L75EPYSF30;27-12-2022;ISSUED;08-02-2022;08-02-2023;;;;;Den Eijckenhorst B.V.;ACTIVE;RA000463;76847314;Besloten Vennootschap;Schaiksedijk 3a;;;;Riethoven;5561TH;;NL;Schaiksedijk 3a;;;;Riethoven;5561TH;;NL;NL;;FULLY_CORROBORATED;RA000463;76847314;724500A93Z8V1MJK5349
724500RL5ANRPP0PO146;27-12-2022;LAPSED;22-05-2019;22-05-2020;;;;;Libre Vastgoed Groep B.V.;ACTIVE;RA000463;27277636;Besloten Vennootschap;Sint Jorisstraat 30;;;;'s-Hertogenbosch;5211HB;;NL;Sint Jorisstraat 30;;;;'s-Hertogenbosch;5211HB;;NL;NL;;FULLY_CORROBORATED;RA000463;27277636;724500A93Z8V1MJK5349
7245008IQTIQMKQLVI72;27-12-2022;ISSUED;11-01-2014;11-01-2023;;;;;Riksjaonline B.V.;ACTIVE;RA000463;27345112;Besloten Vennootschap;Pompoenweg 9;;;;Leiden;2321DK;;NL;Pompoenweg 9;;;;Leiden;2321DK;;NL;NL;;FULLY_CORROBORATED;RA000463;27345112;724500A93Z8V1MJK5349
724500PME91H8AB6UA46;27-12-2022;ISSUED;14-12-2017;14-12-2023;;;;;Better Places B.V.;ACTIVE;RA000463;63672928;Besloten Vennootschap;Pompoenweg 9;;;;Leiden;2321DK;;NL;Pompoenweg 9;;;;Leiden;2321DK;;NL;NL;;FULLY_CORROBORATED;RA000463;63672928;724500A93Z8V1MJK5349
724500Z3MLQCJ2A1PC20;27-12-2022;ISSUED;27-12-2022;27-12-2023;;;;;NPM Investments 28 B.V.;ACTIVE;RA000463;85778532;Besloten Vennootschap;Breitnerstraat 1;;;;Amsterdam;1077BL;;NL;Breitnerstraat 1;;;;Amsterdam;1077BL;;NL;NL;;FULLY_CORROBORATED;RA000463;85778532;724500A93Z8V1MJK5349
724500VWT1LKYPTE7D40;27-12-2022;RETIRED;28-04-2016;28-04-2023;21-12-2022;DISSOLVED;;;DCDML 2016-1 B.V.;INACTIVE;RA000463;65360826;Besloten Vennootschap;Basisweg 10;;;;Amsterdam;1043AP;;NL;Basisweg 10;;;;Amsterdam;1043AP;;NL;NL;;FULLY_CORROBORATED;RA000463;65360826;724500A93Z8V1MJK5349
7245008STHHSLH55C907;27-12-2022;RETIRED;07-03-2018;07-03-2023;23-12-2022;DISSOLVED;;;Bleict;INACTIVE;RA000463;58485961;Eenmanszaak;Veldbies 5;;;;Heiloo;1853AZ;;NL;Veldbies 5;;;;Heiloo;1853AZ;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;58485961;724500A93Z8V1MJK5349
7245002CA0PAI5G5IB52;27-12-2022;RETIRED;27-10-2017;27-10-2023;09-12-2022;DISSOLVED;;;Pandora Beheer B.V.;INACTIVE;RA000463;53999177;Besloten Vennootschap;Heischeutstraat 237;;;;Oss;5345VZ;;NL;Heischeutstraat 237;;;;Oss;5345VZ;;NL;NL;;FULLY_CORROBORATED;RA000463;53999177;724500A93Z8V1MJK5349
724500KER7YSHQLJOU89;27-12-2022;ISSUED;15-09-2017;27-12-2023;;;;;Plaats Royaal B.V.;ACTIVE;RA000463;33212833;Besloten Vennootschap;Prinsengracht 1075A;;;;Amsterdam;1017JG;;NL;Prinsengracht 1075A;;;;Amsterdam;1017JG;;NL;NL;;FULLY_CORROBORATED;RA000463;33212833;724500A93Z8V1MJK5349
72450089V2UWQIVVNT20;27-12-2022;RETIRED;05-07-2021;05-07-2023;22-12-2022;DISSOLVED;;;De Haarlemse Houthandel;INACTIVE;RA000463;34087556;Vennootschap Onder Firma;Nijverheidsweg 25B;/C;;;Haarlem;2031CN;;NL;Nijverheidsweg 25B;/C;;;Haarlem;2031CN;;NL;NL;;FULLY_CORROBORATED;RA000463;34087556;724500A93Z8V1MJK5349
724500NGXOIBICGJTR95;27-12-2022;RETIRED;27-10-2017;27-10-2023;15-12-2022;DISSOLVED;;;Fon ten Thij Procesontwikkeling B.V.;INACTIVE;RA000463;27247225;Besloten Vennootschap;Boterbloemstraat 71;;;;Amsterdam;1032LV;;NL;Boterbloemstraat 71;;;;Amsterdam;1032LV;;NL;NL;;FULLY_CORROBORATED;RA000463;27247225;724500A93Z8V1MJK5349
724500JYSFN49S4WMY83;27-12-2022;MERGED;11-02-2020;11-02-2023;22-12-2022;CORPORATE_ACTION;;Pietersons' B.V.;Noordweg Investment en Development B.V.;INACTIVE;RA000463;27244475;Besloten Vennootschap;Grote Allee 4;;;;Slijk-Ewijk;6677MA;;NL;Grote Allee 4;;;;Slijk-Ewijk;6677MA;;NL;NL;;FULLY_CORROBORATED;RA000463;27244475;724500A93Z8V1MJK5349
724500PYCO3WC8OOH262;27-12-2022;RETIRED;22-03-2018;22-03-2023;14-12-2022;DISSOLVED;;;Alby Beheermij Olst B.V.;INACTIVE;RA000463;08047030;Besloten Vennootschap;Ds. van Rhijnstraat 2;;;;Emst;8166AM;;NL;Ds. van Rhijnstraat 2;;;;Emst;8166AM;;NL;NL;;FULLY_CORROBORATED;RA000463;08047030;724500A93Z8V1MJK5349
724500565DSTKAIR1B48;27-12-2022;ISSUED;17-02-2021;17-02-2023;;;;;PFP Management B.V.;ACTIVE;RA000463;55727026;Besloten Vennootschap;Dribbelheidseweg 6;;;;Gemert;5421EH;;NL;Dribbelheidseweg 6;;;;Gemert;5421EH;;NL;NL;;FULLY_CORROBORATED;RA000463;55727026;724500A93Z8V1MJK5349
724500BE8IX57JKA2Y69;27-12-2022;RETIRED;25-03-2020;25-03-2022;19-12-2022;DISSOLVED;;;Morgen Meer B.V.;INACTIVE;RA000463;71841954;Besloten Vennootschap;Ginnekenweg 285;;;;Breda;4835NC;;NL;Ginnekenweg 285;;;;Breda;4835NC;;NL;NL;;FULLY_CORROBORATED;RA000463;71841954;724500A93Z8V1MJK5349
7245005CN1206QA2OS71;27-12-2022;RETIRED;06-10-2017;06-10-2018;30-11-2022;DISSOLVED;;;Middelbusker-Stevens Stichting;INACTIVE;RA000463;41231754;Stichting;Deijlerweg 198;;;;Wassenaar;2241AK;;NL;Deijlerweg 198;;;;Wassenaar;2241AK;;NL;NL;;FULLY_CORROBORATED;RA000463;41231754;724500A93Z8V1MJK5349
72450039ZEGKFVKHF544;27-12-2022;RETIRED;11-11-2020;11-11-2022;21-12-2022;DISSOLVED;;;Houdvink B.V.;INACTIVE;RA000463;32095352;Besloten Vennootschap;Lindelaan 4;;;;Bussum;1405AJ;;NL;Lindelaan 4;;;;Bussum;1405AJ;;NL;NL;;FULLY_CORROBORATED;RA000463;32095352;724500A93Z8V1MJK5349
7245009SBOJH5KS8GZ97;27-12-2022;LAPSED;04-06-2019;04-06-2020;;;;;Niestadt Beheer B.V.;ACTIVE;RA000463;67746853;Besloten Vennootschap;Voorhaven 14;;;;Schoonhoven;2871CJ;;NL;Voorhaven 14;;;;Schoonhoven;2871CJ;;NL;NL;;FULLY_CORROBORATED;RA000463;67746853;724500A93Z8V1MJK5349
7245009DD7Z0N63BBN62;27-12-2022;MERGED;01-12-2017;01-12-2018;23-12-2022;CORPORATE_ACTION;7245009SBOJH5KS8GZ97;;Niestadt Beheer B.V.;INACTIVE;RA000463;29033124;Besloten Vennootschap;C.G. Roosweg 11a;;;;Schoonhoven;2871MB;;NL;C.G. Roosweg 11a;;;;Schoonhoven;2871MB;;NL;NL;;FULLY_CORROBORATED;RA000463;29033124;724500A93Z8V1MJK5349
724500F50F8VVSZQN958;27-12-2022;RETIRED;07-02-2014;07-02-2021;22-12-2022;DISSOLVED;;;Doe-Mere Properties B.V.;INACTIVE;RA000463;27286310;Besloten Vennootschap;Tobias Asserlaan 2;;;;'s-Gravenhage;2517KC;;NL;Tobias Asserlaan 2;;;;'s-Gravenhage;2517KC;;NL;NL;;FULLY_CORROBORATED;RA000463;27286310;724500A93Z8V1MJK5349
724500UR7BXYPEOBJP72;27-12-2022;RETIRED;23-11-2017;23-11-2018;14-12-2022;DISSOLVED;;;Asfra Investments B.V.;INACTIVE;RA000463;24135567;Besloten Vennootschap;Heikantsestraat 58;;;;Prinsenbeek;4841ES;;NL;Heikantsestraat 58;;;;Prinsenbeek;4841ES;;NL;NL;;FULLY_CORROBORATED;RA000463;24135567;724500A93Z8V1MJK5349
724500KVJD73P56FC565;27-12-2022;RETIRED;20-11-2017;20-11-2018;19-12-2022;DISSOLVED;;;J. den Ouden Pensioen B.V.;INACTIVE;RA000463;23069059;Besloten Vennootschap;Overslingeland 21A;;;;Noordeloos;4225NK;;NL;Overslingeland 21A;;;;Noordeloos;4225NK;;NL;NL;;FULLY_CORROBORATED;RA000463;23069059;724500A93Z8V1MJK5349
724500WLW01QB8414S09;27-12-2022;RETIRED;05-12-2017;05-12-2018;15-12-2022;DISSOLVED;;;Arnold Opreij Pensioen B.V.;INACTIVE;RA000463;14620729;Besloten Vennootschap;De Koningswinkel 6;;;;Margraten;6269BR;;NL;De Koningswinkel 6;;;;Margraten;6269BR;;NL;NL;;FULLY_CORROBORATED;RA000463;14620729;724500A93Z8V1MJK5349
724500GCTPB5650ZOD85;27-12-2022;MERGED;10-10-2017;10-10-2018;22-12-2022;CORPORATE_ACTION;72450065WNT7RTK5OO69;;Lawick Beheer B.V.;INACTIVE;RA000463;09161191;Besloten Vennootschap;Van Lawick van Pabststraat 28;;;;Arnhem;6814HJ;;NL;Van Lawick van Pabststraat 28;;;;Arnhem;6814HJ;;NL;NL;;FULLY_CORROBORATED;RA000463;09161191;724500A93Z8V1MJK5349
724500NSS5ZL7PN8B471;27-12-2022;ISSUED;17-02-2014;17-02-2023;;;;;Yongo Europe B.V.;ACTIVE;RA000463;28103712;Besloten Vennootschap;Conservenweg 126;;;;Roelofarendsveen;2371DT;;NL;Conservenweg 126;;;;Roelofarendsveen;2371DT;;NL;NL;;FULLY_CORROBORATED;RA000463;28103712;724500A93Z8V1MJK5349
7245000PG7PHUHSHIH58;27-12-2022;ISSUED;21-02-2018;21-02-2023;;;;;Boreas Beleggingen B.V.;ACTIVE;RA000463;05047894;Besloten Vennootschap;IJsselzicht 5;;;;Kampen;8261JJ;;NL;IJsselzicht 5;;;;Kampen;8261JJ;;NL;NL;;FULLY_CORROBORATED;RA000463;05047894;724500A93Z8V1MJK5349
7245002PO939622UGG70;27-12-2022;RETIRED;28-11-2017;28-11-2019;19-12-2022;DISSOLVED;;;Parallel Holding B.V.;INACTIVE;RA000463;04040531;Besloten Vennootschap;Kolhoopstraat 42;;;;Emmen;7811GE;;NL;Kolhoopstraat 42;;;;Emmen;7811GE;;NL;NL;;FULLY_CORROBORATED;RA000463;04040531;724500A93Z8V1MJK5349
7245000GXMEB6OGERA29;27-12-2022;ISSUED;09-02-2021;09-02-2023;;;;;A.T. Spruit B.V.;ACTIVE;RA000463;28074921;Besloten Vennootschap;Oostkanaalweg 5C;;;;Aarlanderveen;2445BA;;NL;Oostkanaalweg 5C;;;;Aarlanderveen;2445BA;;NL;NL;;FULLY_CORROBORATED;RA000463;28074921;724500A93Z8V1MJK5349
724500BAT687DP2PV690;27-12-2022;ISSUED;17-01-2018;17-01-2023;;;;;Bonvenon B.V.;ACTIVE;RA000463;65769805;Besloten Vennootschap;Brabantse Turfmarkt 27;;;;Delft;2611CL;;NL;Brabantse Turfmarkt 27;;;;Delft;2611CL;;NL;NL;;FULLY_CORROBORATED;RA000463;65769805;724500A93Z8V1MJK5349
724500QCPKRLL1ZM6Y16;27-12-2022;ISSUED;23-01-2014;23-01-2023;;;;;AFS Execution Services B.V.;ACTIVE;RA000463;33297074;Besloten Vennootschap;Beursplein 5;;;;Amsterdam;1012JW;;NL;Beursplein 5;;;;Amsterdam;1012JW;;NL;NL;;FULLY_CORROBORATED;RA000463;33297074;724500A93Z8V1MJK5349
724500NKCC788ENPHQ29;27-12-2022;ISSUED;18-02-2020;18-02-2023;;;;;S.P. Beleggingen B.V.;ACTIVE;RA000463;36043932;Besloten Vennootschap;Dampten 8;;;;Hoorn;1624NR;;NL;Dampten 8;;;;Hoorn;1624NR;;NL;NL;;FULLY_CORROBORATED;RA000463;36043932;724500A93Z8V1MJK5349
724500HBVTM8QCEAT091;27-12-2022;ISSUED;03-12-2021;03-12-2023;;;;;SuDa Investments B.V.;ACTIVE;RA000463;83812393;Besloten Vennootschap;Keizersgracht 282;;;;Amsterdam;1016EW;;NL;Keizersgracht 282;;;;Amsterdam;1016EW;;NL;NL;;FULLY_CORROBORATED;RA000463;83812393;724500A93Z8V1MJK5349
724500MF0SD4YU1BRG96;27-12-2022;ISSUED;10-03-2021;10-03-2023;;;;;Interstellar Group B.V.;ACTIVE;RA000463;78084261;Besloten Vennootschap;Delftechpark 35;;;;Delft;2628XJ;;NL;Delftechpark 35;;;;Delft;2628XJ;;NL;NL;;FULLY_CORROBORATED;RA000463;78084261;724500A93Z8V1MJK5349
724500V83IUHP71PYR19;27-12-2022;ISSUED;31-12-2020;31-12-2022;;;;;J.J. Boot Beheer B.V.;ACTIVE;RA000463;75408406;Besloten Vennootschap;Clercqswegje 4;;;;Kruiningen;4416BN;;NL;Clercqswegje 4;;;;Kruiningen;4416BN;;NL;NL;;FULLY_CORROBORATED;RA000463;75408406;724500A93Z8V1MJK5349
724500VMWORCW9YR4M34;27-12-2022;ISSUED;16-10-2017;16-10-2023;;;;;EUGLOBALHEALTH B.V.;ACTIVE;RA000463;66645573;Besloten Vennootschap;Prof. W.H. Keesomlaan 1;;;;Amstelveen;1183DJ;;NL;Prof. W.H. Keesomlaan 1;;;;Amstelveen;1183DJ;;NL;NL;;FULLY_CORROBORATED;RA000463;66645573;724500A93Z8V1MJK5349
724500Y76T111AJWLU22;27-12-2022;ISSUED;30-11-2017;30-11-2023;;;;;HAAG Communicatie en Talen;ACTIVE;RA000463;50442538;Eenmanszaak;Antonius Heggelaan 39;;;;'s-Gravenhage;2493CE;;NL;Antonius Heggelaan 39;;;;'s-Gravenhage;2493CE;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;50442538;724500A93Z8V1MJK5349
7245005JUWLGT8X1NL30;27-12-2022;ISSUED;05-12-2019;05-12-2023;;;;;Bondi Beleggingen B.V.;ACTIVE;RA000463;37114928;Besloten Vennootschap;Schapenlaan 19;;;;Bergen (NH);1862PW;;NL;Schapenlaan 19;;;;Bergen (NH);1862PW;;NL;NL;;FULLY_CORROBORATED;RA000463;37114928;724500A93Z8V1MJK5349
724500BV4JX772A8MN87;27-12-2022;ISSUED;17-09-2018;17-09-2023;;;;;T.W.G. Franken Stamrecht B.V.;ACTIVE;RA000463;34308369;Besloten Vennootschap;W.F. Hermansstraat 7;;;;Berkel en Rodenrijs;2652KK;;NL;W.F. Hermansstraat 7;;;;Berkel en Rodenrijs;2652KK;;NL;NL;;FULLY_CORROBORATED;RA000463;34308369;724500A93Z8V1MJK5349
724500R6USORE3NVP695;27-12-2022;ISSUED;30-10-2017;30-10-2023;;;;;Sportkader Nederland B.V.;ACTIVE;RA000463;34168207;Besloten Vennootschap;Stephensonstraat 7;;;;Haarlem;2014KB;;NL;Stephensonstraat 7;;;;Haarlem;2014KB;;NL;NL;;FULLY_CORROBORATED;RA000463;34168207;724500A93Z8V1MJK5349
724500DOLJ9VIJJF7212;27-12-2022;ISSUED;03-11-2017;03-11-2023;;;;;VDB Holding B.V.;ACTIVE;RA000463;32140671;Besloten Vennootschap;Versteghehof 6;;;;Garderen;3886PZ;;NL;Versteghehof 6;;;;Garderen;3886PZ;;NL;NL;;FULLY_CORROBORATED;RA000463;32140671;724500A93Z8V1MJK5349
724500DXU62NCGZ2TA07;27-12-2022;ISSUED;11-01-2018;11-01-2023;;;;;Stichting Mango;ACTIVE;RA000463;24299370;Stichting;Veerkade 15;;;;Rotterdam;3016DE;;NL;Veerkade 15;;;;Rotterdam;3016DE;;NL;NL;;FULLY_CORROBORATED;RA000463;24299370;724500A93Z8V1MJK5349
7245008PM1SFCGUW0I22;27-12-2022;ISSUED;08-12-2021;08-12-2023;;;;;Houdstermaatschappij Heto B.V.;ACTIVE;RA000463;18046118;Besloten Vennootschap;Galjoen 15 10;;;;Lelystad;8243MZ;;NL;Galjoen 15 10;;;;Lelystad;8243MZ;;NL;NL;;FULLY_CORROBORATED;RA000463;18046118;724500A93Z8V1MJK5349
724500T8GHLRE6ILBX84;27-12-2022;ISSUED;22-11-2017;22-11-2023;;;;;Mr. M.W. van der Zanden Beheer B.V.;ACTIVE;RA000463;17114176;Besloten Vennootschap;Verwersstraat 74;;;;'s-Hertogenbosch;5211HX;;NL;Verwersstraat 74;;;;'s-Hertogenbosch;5211HX;;NL;NL;;FULLY_CORROBORATED;RA000463;17114176;724500A93Z8V1MJK5349
724500FSNLEWNCVDBV53;27-12-2022;ISSUED;18-12-2017;18-12-2023;;;;;Lennier B.V.;ACTIVE;RA000463;14032444;Besloten Vennootschap;Plein 1945 29;;;;Laren;1251MA;;NL;Plein 1945 29;;;;Laren;1251MA;;NL;NL;;FULLY_CORROBORATED;RA000463;14032444;724500A93Z8V1MJK5349
724500CM9PGYSC67H194;27-12-2022;ISSUED;15-12-2017;15-12-2023;;;;;Refinco Holland B.V.;ACTIVE;RA000463;14027032;Besloten Vennootschap;Plein 1945 29;;;;Laren;1251MA;;NL;Plein 1945 29;;;;Laren;1251MA;;NL;NL;;FULLY_CORROBORATED;RA000463;14027032;724500A93Z8V1MJK5349
7245008AGR80U27GL649;27-12-2022;ISSUED;18-02-2022;18-02-2023;;;;;Zalox II B.V.;ACTIVE;RA000463;85001856;Besloten Vennootschap;Faradayweg 4;;;;Delft;2627AX;;NL;Faradayweg 4;;;;Delft;2627AX;;NL;NL;;FULLY_CORROBORATED;RA000463;85001856;724500A93Z8V1MJK5349
724500DLR1QASC0DOS30;27-12-2022;ISSUED;20-10-2017;20-10-2023;;;;;Stichting Prof. Dr. Leo Kanner Onderwijsgroep;ACTIVE;RA000463;41165490;Stichting;Elisabethhof 17;;;;Leiderdorp;2353EW;;NL;Elisabethhof 17;;;;Leiderdorp;2353EW;;NL;NL;;FULLY_CORROBORATED;RA000463;41165490;724500A93Z8V1MJK5349
7245004HOMM6T1R66U14;27-12-2022;ISSUED;31-03-2022;31-03-2023;;;;;Cessa B.V.;ACTIVE;RA000463;34281694;Besloten Vennootschap;Baambrugse Zuwe 141F;;;;Vinkeveen;3645AE;;NL;Baambrugse Zuwe 141F;;;;Vinkeveen;3645AE;;NL;NL;;FULLY_CORROBORATED;RA000463;34281694;724500A93Z8V1MJK5349
724500L9CY2FAT757R74;27-12-2022;ISSUED;26-10-2022;26-10-2023;;;;;Qing Advies B.V.;ACTIVE;RA000463;32099793;Besloten Vennootschap;P.J. Lomanlaan 1;;;;Bussum;1405BK;;NL;P.J. Lomanlaan 1;;;;Bussum;1405BK;;NL;NL;;FULLY_CORROBORATED;RA000463;32099793;724500A93Z8V1MJK5349
724500DCMU7NK9G19078;27-12-2022;ISSUED;04-06-2018;04-06-2023;;;;;Solalex Holding B.V.;ACTIVE;RA000463;20125146;Besloten Vennootschap;Loevesteinstraat 20B;;;;Breda;4834ED;;NL;Loevesteinstraat 20B;;;;Breda;4834ED;;NL;NL;;FULLY_CORROBORATED;RA000463;20125146;724500A93Z8V1MJK5349
72450067TAZ21FPU3G62;27-12-2022;LAPSED;18-12-2017;18-12-2018;;;;;Poaspiep B.V.;ACTIVE;RA000463;56556047;Besloten Vennootschap;Mina Krusemanstraat 9;;;;Venlo;5912JE;;NL;Mina Krusemanstraat 9;;;;Venlo;5912JE;;NL;NL;;FULLY_CORROBORATED;RA000463;56556047;724500A93Z8V1MJK5349
