legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
724500YJQKN82XSL7G37;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Scholts Pensioen Beheer B.V.;ACTIVE;RA000463;60780584;Besloten Vennootschap;Middenstraat 3;;;;Rumpt;4156AG;;NL;Middenstraat 3;;;;Rumpt;4156AG;;NL;NL;;FULLY_CORROBORATED;RA000463;60780584;724500A93Z8V1MJK5349
7245008JO2GKPMS6Y976;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Peeze Michalides B.V.;ACTIVE;RA000463;70279926;Besloten Vennootschap;Willem de Zwijgerlaan 13;;;;Bilthoven;3722JR;;NL;Willem de Zwijgerlaan 13;;;;Bilthoven;3722JR;;NL;NL;;FULLY_CORROBORATED;RA000463;70279926;724500A93Z8V1MJK5349
7245004OJP81C70PFL22;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Arandu;ACTIVE;RA000463;61091812;Stichting;Erve Hedeveld 1;;;;Hertme;7626NB;;NL;Erve Hedeveld 1;;;;Hertme;7626NB;;NL;NL;;FULLY_CORROBORATED;RA000463;61091812;724500A93Z8V1MJK5349
7245009F55A7GBXTF389;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Passepartout Services B.V.;ACTIVE;RA000463;27100447;Besloten Vennootschap;Storm van 's-Gravesandeweg 69;;;;Wassenaar;2242JD;;NL;Storm van 's-Gravesandeweg 69;;;;Wassenaar;2242JD;;NL;NL;;FULLY_CORROBORATED;RA000463;27100447;724500A93Z8V1MJK5349
724500YMUSPK6E4FVA94;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Sparrenresidence B.V.;ACTIVE;RA000463;70235201;Besloten Vennootschap;Sparrenlaan 22;;;;Hilversum;1213SP;;NL;Sparrenlaan 22;;;;Hilversum;1213SP;;NL;NL;;FULLY_CORROBORATED;RA000463;70235201;724500A93Z8V1MJK5349
7245003R973D1WM8CG93;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Bouheid B.V.;ACTIVE;RA000463;32128414;Besloten Vennootschap;Zwarteweg 7;;;;Bussum;1405AA;;NL;Zwarteweg 7;;;;Bussum;1405AA;;NL;NL;;FULLY_CORROBORATED;RA000463;32128414;724500A93Z8V1MJK5349
72450074X2TRNRH5YS43;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Administratiekantoor Onnes-Fruitema;ACTIVE;RA000463;56412681;Stichting;Araweg 3;;;;Wassenaar;2243AN;;NL;Araweg 3;;;;Wassenaar;2243AN;;NL;NL;;FULLY_CORROBORATED;RA000463;56412681;724500A93Z8V1MJK5349
724500NCUKTKKYCWXD61;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Saris Aanhangers B.V.;ACTIVE;RA000463;17050997;Besloten Vennootschap;Metaalweg 7;;;;Hapert;5527AE;;NL;Metaalweg 7;;;;Hapert;5527AE;;NL;NL;;FULLY_CORROBORATED;RA000463;17050997;724500A93Z8V1MJK5349
724500F1E9Y4LN6A0433;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;L.H. van Bergen Dermatologie B.V.;ACTIVE;RA000463;09104994;Besloten Vennootschap;Rijksweg 56;;;;Malden;6581EP;;NL;Rijksweg 56;;;;Malden;6581EP;;NL;NL;;FULLY_CORROBORATED;RA000463;09104994;724500A93Z8V1MJK5349
7245006OSUSGUW5QFI26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;PMC Biopartners B.V.;ACTIVE;RA000463;60874902;Besloten Vennootschap;Vesaliuslaan 28;;;;Eindhoven;5644HK;;NL;Vesaliuslaan 28;;;;Eindhoven;5644HK;;NL;NL;;FULLY_CORROBORATED;RA000463;60874902;724500A93Z8V1MJK5349
724500B50ZRQBCE5QR76;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Trapio B.V.;ACTIVE;RA000463;30149353;Besloten Vennootschap;Socrateslaan 4;;;;Zeist;3707GL;;NL;Socrateslaan 4;;;;Zeist;3707GL;;NL;NL;;FULLY_CORROBORATED;RA000463;30149353;724500A93Z8V1MJK5349
724500FOYDGO73M39M30;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tom Grootjen Stamrecht B.V.;ACTIVE;RA000463;52076067;Besloten Vennootschap;De Groene Boer 19;;;;Wormerveer;1521JZ;;NL;De Groene Boer 19;;;;Wormerveer;1521JZ;;NL;NL;;FULLY_CORROBORATED;RA000463;52076067;724500A93Z8V1MJK5349
724500ANA1KDVIVUI413;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;PB2 B.V.;ACTIVE;RA000463;55531164;Besloten Vennootschap;Damsigtstraat 78;;;;Voorburg;2272XS;;NL;Damsigtstraat 78;;;;Voorburg;2272XS;;NL;NL;;FULLY_CORROBORATED;RA000463;55531164;724500A93Z8V1MJK5349
7245004L9EK7UI4SFZ72;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Samaha B.V.;ACTIVE;RA000463;31029852;Besloten Vennootschap;Zevenhuizerstraat 255;;;;Bunschoten-Spakenburg;3751LC;;NL;Zevenhuizerstraat 255;;;;Bunschoten-Spakenburg;3751LC;;NL;NL;;FULLY_CORROBORATED;RA000463;31029852;724500A93Z8V1MJK5349
724500IUUMTZKFAUTM72;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.A.M. van Benten Houdstermaatschappij B.V.;ACTIVE;RA000463;27235169;Besloten Vennootschap;Goudenregenstraat 21;;;;Monster;2681GE;;NL;Goudenregenstraat 21;;;;Monster;2681GE;;NL;NL;;FULLY_CORROBORATED;RA000463;27235169;724500A93Z8V1MJK5349
724500B2JW68U7OPF644;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J. Poorta Beheer B.V.;ACTIVE;RA000463;34363607;Besloten Vennootschap;Van Spaenstraat 19;;;;Amstelveen;1181DV;;NL;Van Spaenstraat 19;;;;Amstelveen;1181DV;;NL;NL;;FULLY_CORROBORATED;RA000463;34363607;724500A93Z8V1MJK5349
724500RTA38X8EBSMX78;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J. Jorritsma Beheer B.V.;ACTIVE;RA000463;01063500;Besloten Vennootschap;De Fintsjes 4;;;;Rinsumageast;9105KK;;NL;De Fintsjes 4;;;;Rinsumageast;9105KK;;NL;NL;;FULLY_CORROBORATED;RA000463;01063500;724500A93Z8V1MJK5349
724500Y9GHV8ZK6XZ819;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J. Bouter Beheer B.V.;ACTIVE;RA000463;24263648;Besloten Vennootschap;Polderlaan 103;;;;Geervliet;3211XJ;;NL;Polderlaan 103;;;;Geervliet;3211XJ;;NL;NL;;FULLY_CORROBORATED;RA000463;24263648;724500A93Z8V1MJK5349
724500K2S047B67DTU63;27-12-2022;ISSUED;27-12-2013;27-12-2023;;;;;Stichting Pensioenfonds Huntsman Rozenburg;ACTIVE;RA000463;41125674;Stichting;Merseyweg 10;;;;Botlek Rotterdam;3197KG;;NL;Merseyweg 10;;;;Botlek Rotterdam;3197KG;;NL;NL;;FULLY_CORROBORATED;RA000463;41125674;724500A93Z8V1MJK5349
724500RSXJZVS01NVH25;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Milani praktijk B.V.;ACTIVE;RA000463;62343416;Besloten Vennootschap;Voorstraat 34C;;;;Delft;2611JR;;NL;Voorstraat 34C;;;;Delft;2611JR;;NL;NL;;FULLY_CORROBORATED;RA000463;62343416;724500A93Z8V1MJK5349
724500DRKNVD3XJ3ZG05;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.T.W. Polman Beheer B.V.;ACTIVE;RA000463;09179546;Besloten Vennootschap;Wilgenlaan 85;;;;Duiven;6921HG;;NL;Wilgenlaan 85;;;;Duiven;6921HG;;NL;NL;;FULLY_CORROBORATED;RA000463;09179546;724500A93Z8V1MJK5349
72450094RS5G9BVS3T53;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Mike Olivier Beheer B.V.;ACTIVE;RA000463;32075004;Besloten Vennootschap;C.Vreedenburghgaarde 33;;;;Kortenhoef;1241AR;;NL;C.Vreedenburghgaarde 33;;;;Kortenhoef;1241AR;;NL;NL;;FULLY_CORROBORATED;RA000463;32075004;724500A93Z8V1MJK5349
724500E2RZI8HJN05D85;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;In The Money;ACTIVE;RA000463;53638379;Vereniging;Hoge Vonderpad 2;;;;Ijsselmuiden;8271LH;;NL;Hoge Vonderpad 2;;;;Ijsselmuiden;8271LH;;NL;NL;;FULLY_CORROBORATED;RA000463;53638379;724500A93Z8V1MJK5349
724500CNT3B2ZP8V4K81;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;M.J. de Nijs en Zonen Holding B.V.;ACTIVE;RA000463;37056917;Besloten Vennootschap;Oudewal 21;;;;Warmenhuizen;1749CA;;NL;Oudewal 21;;;;Warmenhuizen;1749CA;;NL;NL;;FULLY_CORROBORATED;RA000463;37056917;724500A93Z8V1MJK5349
724500MRIXX8WN4IOB10;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Imago Promotional Products-Trading B.V.;ACTIVE;RA000463;14617278;Besloten Vennootschap;Kaalheidersteenweg 6;;;;Kerkrade;6467AA;;NL;Kaalheidersteenweg 6;;;;Kerkrade;6467AA;;NL;NL;;FULLY_CORROBORATED;RA000463;14617278;724500A93Z8V1MJK5349
724500FO8M4BRP2DE313;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Micha Cohen Ontwikkeling B.V.;ACTIVE;RA000463;27188433;Besloten Vennootschap;Celebesstraat 66;;;;'s-Gravenhage;2585TM;;NL;Celebesstraat 66;;;;'s-Gravenhage;2585TM;;NL;NL;;FULLY_CORROBORATED;RA000463;27188433;724500A93Z8V1MJK5349
724500MGLK85PM7VK618;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Melkveebedrijf A. Post;ACTIVE;RA000463;08224113;Maatschap;Middenweg 3;;;;Genemuiden;8281PP;;NL;Middenweg 3;;;;Genemuiden;8281PP;;NL;NL;;FULLY_CORROBORATED;RA000463;08224113;724500A93Z8V1MJK5349
724500L2CE8KXPB2CA58;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Houdstermaatschappij G. S. van Veenendaal B.V.;ACTIVE;RA000463;23060307;Besloten Vennootschap;Meidoornlaan 44;;;;Vianen;4131AH;;NL;Meidoornlaan 44;;;;Vianen;4131AH;;NL;NL;;FULLY_CORROBORATED;RA000463;23060307;724500A93Z8V1MJK5349
724500BCRP6A6DE31N18;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Megrium Holding B.V.;ACTIVE;RA000463;54782910;Besloten Vennootschap;Kerkgracht 30;;;;Almere;1354AM;;NL;Kerkgracht 30;;;;Almere;1354AM;;NL;NL;;FULLY_CORROBORATED;RA000463;54782910;724500A93Z8V1MJK5349
724500VYUI9BI0MCUC31;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Medman B.V.;ACTIVE;RA000463;30242373;Besloten Vennootschap;Schroeder van der Kolkstraat 1A;;;;Utrecht;3511HP;;NL;Schroeder van der Kolkstraat 1A;;;;Utrecht;3511HP;;NL;NL;;FULLY_CORROBORATED;RA000463;30242373;724500A93Z8V1MJK5349
724500N256FRXYOGAF56;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Honk Invest B.V.;ACTIVE;RA000463;51940213;Besloten Vennootschap;Dwergbieslaan 7;;;;Vleuten;3452AH;;NL;Dwergbieslaan 7;;;;Vleuten;3452AH;;NL;NL;;FULLY_CORROBORATED;RA000463;51940213;724500A93Z8V1MJK5349
724500ZK2RTH4GP30P92;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Holland Economic Advisory Services B.V.;ACTIVE;RA000463;32054589;Besloten Vennootschap;Beethovenlaan 33;;;;Hilversum;1217CH;;NL;Beethovenlaan 33;;;;Hilversum;1217CH;;NL;NL;;FULLY_CORROBORATED;RA000463;32054589;724500A93Z8V1MJK5349
7245007RLPFFCHVG9W07;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Marcunc B.V.;ACTIVE;RA000463;28069961;Besloten Vennootschap;Zwaluwstraat 8;;;;Lisse;2162GA;;NL;Zwaluwstraat 8;;;;Lisse;2162GA;;NL;NL;;FULLY_CORROBORATED;RA000463;28069961;724500A93Z8V1MJK5349
724500HSRYD5UJYWLZ14;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;M. Lazet Interim Solutions;ACTIVE;RA000463;60811536;Eenmanszaak;Biesboschstraat 5 2;;;;Amsterdam;1078MK;;NL;Biesboschstraat 5 2;;;;Amsterdam;1078MK;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;60811536;724500A93Z8V1MJK5349
724500OCJATYNDTTFA12;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Marcel Droste Beheer B.V.;ACTIVE;RA000463;06055154;Besloten Vennootschap;Sportlaan 25;;;;Oldenzaal;7576WT;;NL;Sportlaan 25;;;;Oldenzaal;7576WT;;NL;NL;;FULLY_CORROBORATED;RA000463;06055154;724500A93Z8V1MJK5349
724500UVYZOO5C6RU260;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Het Vrijzinnig-Christelijk Lyceum;ACTIVE;RA000463;40407420;Vereniging;Van Stolkweg 35;;;;'s-Gravenhage;2585JN;;NL;Van Stolkweg 35;;;;'s-Gravenhage;2585JN;;NL;NL;;FULLY_CORROBORATED;RA000463;40407420;724500A93Z8V1MJK5349
724500AALE43EOOOW726;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Het Gulden Part;ACTIVE;RA000463;70293023;Vereniging;Raadhuisplein 10;;;;Heemstede;2101HB;;NL;Raadhuisplein 10;;;;Heemstede;2101HB;;NL;NL;;FULLY_CORROBORATED;RA000463;70293023;724500A93Z8V1MJK5349
724500T011RLYILJQU11;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Marcator Holding B.V.;ACTIVE;RA000463;24445254;Besloten Vennootschap;Kerkweg 32;;;;Rockanje;3235XL;;NL;Kerkweg 32;;;;Rockanje;3235XL;;NL;NL;;FULLY_CORROBORATED;RA000463;24445254;724500A93Z8V1MJK5349
724500AA4445Q82QBQ26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Lyrro B.V.;ACTIVE;RA000463;28064159;Besloten Vennootschap;Rapenburg 118A;;;;Leiden;2311GB;;NL;Rapenburg 118A;;;;Leiden;2311GB;;NL;NL;;FULLY_CORROBORATED;RA000463;28064159;724500A93Z8V1MJK5349
724500OR7GHOJT368649;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jacob van Dam Stichting;ACTIVE;RA000463;41177842;Stichting;Taco Mesdagstraat 48;;;;Groningen;9718KN;;NL;Taco Mesdagstraat 48;;;;Groningen;9718KN;;NL;NL;;FULLY_CORROBORATED;RA000463;41177842;724500A93Z8V1MJK5349
7245004858IN0B7YIL44;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Mannheims B.V.;ACTIVE;RA000463;33301825;Besloten Vennootschap;Keizersgracht 332;;;;Amsterdam;1016EZ;;NL;Keizersgracht 332;;;;Amsterdam;1016EZ;;NL;NL;;FULLY_CORROBORATED;RA000463;33301825;724500A93Z8V1MJK5349
724500F9E764TKWGOJ36;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Corporation Future Quote;ACTIVE;RA000463;24426098;Vereniging;Burgemeester Oudlaan 50;Kamer NT-09;;;Rotterdam;3062PA;;NL;Burgemeester Oudlaan 50;Kamer NT-09;;;Rotterdam;3062PA;;NL;NL;;FULLY_CORROBORATED;RA000463;24426098;724500A93Z8V1MJK5349
7245007K10GCIBDSSE62;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Hekkens Holding Holland B.V.;ACTIVE;RA000463;16047856;Besloten Vennootschap;Dianabos 21;;;;Boxtel;5282ST;;NL;Dianabos 21;;;;Boxtel;5282ST;;NL;NL;;FULLY_CORROBORATED;RA000463;16047856;724500A93Z8V1MJK5349
72450068D0ADKG8CIG61;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;"Stichting Centraal Bureau voor Schimmelcultures ""Odo van Vloten""";ACTIVE;RA000463;41188484;Stichting;Uppsalalaan 8;;;;Utrecht;3584CT;;NL;Uppsalalaan 8;;;;Utrecht;3584CT;;NL;NL;;FULLY_CORROBORATED;RA000463;41188484;724500A93Z8V1MJK5349
724500YRCNW79C0Y5K54;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Heer Olivier;ACTIVE;RA000463;40398327;Vereniging;Parkzoom 195;;;;Delft;2614TD;;NL;Parkzoom 195;;;;Delft;2614TD;;NL;NL;;FULLY_CORROBORATED;RA000463;40398327;724500A93Z8V1MJK5349
724500YHO8JUDBNX3L33;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Liftquip B.V.;ACTIVE;RA000463;28059024;Besloten Vennootschap;Schaepmanhoeve 19;;;;Waddinxveen;2743JT;;NL;Schaepmanhoeve 19;;;;Waddinxveen;2743JT;;NL;NL;;FULLY_CORROBORATED;RA000463;28059024;724500A93Z8V1MJK5349
7245004JCLS6MMFDWP35;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Manfred Olgemöller Beheer B.V.;ACTIVE;RA000463;17125977;Besloten Vennootschap;Het Groen 59;;;;Knegsel;5511AD;;NL;Het Groen 59;;;;Knegsel;5511AD;;NL;NL;;FULLY_CORROBORATED;RA000463;17125977;724500A93Z8V1MJK5349
7245009OHTHQ03JTNK54;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Lientje Holding B.V.;ACTIVE;RA000463;14078079;Besloten Vennootschap;Havenstraat 4C 04;;;;Maastricht;6211GJ;;NL;Havenstraat 4C 04;;;;Maastricht;6211GJ;;NL;NL;;FULLY_CORROBORATED;RA000463;14078079;724500A93Z8V1MJK5349
724500NU3NAABFZ1KB63;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Majama Beheer Wateringen B.V.;ACTIVE;RA000463;27229581;Besloten Vennootschap;Oosteinde 5;;;;Wateringen;2291AA;;NL;Oosteinde 5;;;;Wateringen;2291AA;;NL;NL;;FULLY_CORROBORATED;RA000463;27229581;724500A93Z8V1MJK5349
724500X6JYZ25BXW9T26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Mac Beheer B.V.;ACTIVE;RA000463;33207289;Besloten Vennootschap;Falckstraat 14;;;;Amsterdam;1017VW;;NL;Falckstraat 14;;;;Amsterdam;1017VW;;NL;NL;;FULLY_CORROBORATED;RA000463;33207289;724500A93Z8V1MJK5349
724500MYFZBOEUZVVE89;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Lepus Beheer en Participatie B.V.;ACTIVE;RA000463;08156004;Besloten Vennootschap;Haaksbergerstraat 22;;;;Hengelo;7555HC;;NL;Haaksbergerstraat 22;;;;Hengelo;7555HC;;NL;NL;;FULLY_CORROBORATED;RA000463;08156004;724500A93Z8V1MJK5349
7245005SKKOM6IN68W92;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Handelsonderneming P. de Vreugd B.V.;ACTIVE;RA000463;28083430;Besloten Vennootschap;Nieuwe Duinweg 62;;;;Katwijk;2224EG;;NL;Nieuwe Duinweg 62;;;;Katwijk;2224EG;;NL;NL;;FULLY_CORROBORATED;RA000463;28083430;724500A93Z8V1MJK5349
724500QL1GK40TXYSH13;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;HFM Fijn Mechanica B.V.;ACTIVE;RA000463;17188639;Besloten Vennootschap;Meidoornstraat 27;;;;Maarheeze;6026XG;;NL;Meidoornstraat 27;;;;Maarheeze;6026XG;;NL;NL;;FULLY_CORROBORATED;RA000463;17188639;724500A93Z8V1MJK5349
724500SSQI64IE0IZJ22;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Lengersdorf Beheer B.V.;ACTIVE;RA000463;34210342;Besloten Vennootschap;Waalhavenstraat 1;;;;Badhoevedorp;1171JC;;NL;Waalhavenstraat 1;;;;Badhoevedorp;1171JC;;NL;NL;;FULLY_CORROBORATED;RA000463;34210342;724500A93Z8V1MJK5349
7245005N8BHVH2EC2363;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Maatschap Gebr. J.G. Verburg;ACTIVE;RA000463;24479732;Maatschap;Bierhoogtweg 3;;;;Zevenhuizen;2761JH;;NL;Bierhoogtweg 3;;;;Zevenhuizen;2761JH;;NL;NL;;FULLY_CORROBORATED;RA000463;24479732;724500A93Z8V1MJK5349
7245000I8HXMH8ERTK21;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;H.A.G. Schut Beheer B.V.;ACTIVE;RA000463;33229652;Besloten Vennootschap;Peppinghof 24;;;;Abcoude;1391BC;;NL;Peppinghof 24;;;;Abcoude;1391BC;;NL;NL;;FULLY_CORROBORATED;RA000463;33229652;724500A93Z8V1MJK5349
7245002ROJJHPKBBMT27;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Maatschap D.J.P. en M.M.C. Driedijk;ACTIVE;RA000463;20165790;Maatschap;Nieuweweg 47;;;;Baarland;4435RJ;;NL;Nieuweweg 47;;;;Baarland;4435RJ;;NL;NL;;FULLY_CORROBORATED;RA000463;20165790;724500A93Z8V1MJK5349
724500HVOCSO8VW58J25;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Maatschap B. en R. Wind;ACTIVE;RA000463;01173597;Maatschap;Zuiderdiep 65;;;;Drouwenermond;9523TB;;NL;Zuiderdiep 65;;;;Drouwenermond;9523TB;;NL;NL;;FULLY_CORROBORATED;RA000463;01173597;724500A93Z8V1MJK5349
7245000G2PKII844KT25;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;H Bothof Stichting;ACTIVE;RA000463;41059297;Stichting;Stephensonstraat 19;;;;Tiel;4004JA;;NL;Stephensonstraat 19;;;;Tiel;4004JA;;NL;NL;;FULLY_CORROBORATED;RA000463;41059297;724500A93Z8V1MJK5349
724500PCHBE0IECN6H18;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Leendertse Investments B.V.;ACTIVE;RA000463;34239845;Besloten Vennootschap;Het Domein 3;;;;Blaricum;1261JP;;NL;Het Domein 3;;;;Blaricum;1261JP;;NL;NL;;FULLY_CORROBORATED;RA000463;34239845;724500A93Z8V1MJK5349
724500UFBCRBIIADT555;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;MP1 Holding B.V.;ACTIVE;RA000463;34149573;Besloten Vennootschap;Herenstraat 85;;;;Voorburg;2271CC;;NL;Herenstraat 85;;;;Voorburg;2271CC;;NL;NL;;FULLY_CORROBORATED;RA000463;34149573;724500A93Z8V1MJK5349
724500RLU8V1WLREA571;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Gâteau B.V.;ACTIVE;RA000463;08125526;Besloten Vennootschap;Wittem 25;;;;Almelo;7603NE;;NL;Wittem 25;;;;Almelo;7603NE;;NL;NL;;FULLY_CORROBORATED;RA000463;08125526;724500A93Z8V1MJK5349
724500PF1U3IBYAFZE13;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Gräper Beheer B.V.;ACTIVE;RA000463;28005364;Besloten Vennootschap;Dijk 1;;;;Benthuizen;2731AA;;NL;Dijk 1;;;;Benthuizen;2731AA;;NL;NL;;FULLY_CORROBORATED;RA000463;28005364;724500A93Z8V1MJK5349
72450017B0O6KA6HI370;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Greymans Holding B.V.;ACTIVE;RA000463;12057316;Besloten Vennootschap;Tungeler Dorpsstraat 99;;;;Weert;6005RH;;NL;Tungeler Dorpsstraat 99;;;;Weert;6005RH;;NL;NL;;FULLY_CORROBORATED;RA000463;12057316;724500A93Z8V1MJK5349
724500X9FBL8UPSZDA56;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Graphicall Beheer B.V.;ACTIVE;RA000463;52756416;Besloten Vennootschap;Neon 23;;;;Oud Gastel;4751XA;;NL;Neon 23;;;;Oud Gastel;4751XA;;NL;NL;;FULLY_CORROBORATED;RA000463;52756416;724500A93Z8V1MJK5349
7245000LSCP0RALRDG61;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Golf Juan Beheer B.V.;ACTIVE;RA000463;54059445;Besloten Vennootschap;Montenspark 21;;;;Breda;4837CD;;NL;Montenspark 21;;;;Breda;4837CD;;NL;NL;;FULLY_CORROBORATED;RA000463;54059445;724500A93Z8V1MJK5349
724500XP98WACYPYDS65;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;MARANG Holding B.V.;ACTIVE;RA000463;54217083;Besloten Vennootschap;Groesbeekseweg 269;;;;Nijmegen;6523NX;;NL;Groesbeekseweg 269;;;;Nijmegen;6523NX;;NL;NL;;FULLY_CORROBORATED;RA000463;54217083;724500A93Z8V1MJK5349
724500I99L88I7HJRF12;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;"Cooperatieve Vereniging voor de Papier- en Verpakkingsmaterialenhandel ""Gildepak"" U.A.";ACTIVE;RA000463;30062929;Coöperatie;Tussendiepen 68;;;;Drachten;9206AE;;NL;Tussendiepen 68;;;;Drachten;9206AE;;NL;NL;;FULLY_CORROBORATED;RA000463;30062929;724500A93Z8V1MJK5349
724500WZIAF2SS8W4T21;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;L.T. Techniek Holding B.V.;ACTIVE;RA000463;36037946;Besloten Vennootschap;Onderdijk 41;;;;Wervershoof;1693CA;;NL;Onderdijk 41;;;;Wervershoof;1693CA;;NL;NL;;FULLY_CORROBORATED;RA000463;36037946;724500A93Z8V1MJK5349
7245008HGYF890757992;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;MADONK B.V.;ACTIVE;RA000463;52333337;Besloten Vennootschap;Botteliersdreef 59;;;;Cuijk;5431ZB;;NL;Botteliersdreef 59;;;;Cuijk;5431ZB;;NL;NL;;FULLY_CORROBORATED;RA000463;52333337;724500A93Z8V1MJK5349
724500J3XGD495OTOR77;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;M.R. Koster Holding B.V.;ACTIVE;RA000463;33168156;Besloten Vennootschap;Houtwielhof 2;;;;Amstelveen;1187JC;;NL;Houtwielhof 2;;;;Amstelveen;1187JC;;NL;NL;;FULLY_CORROBORATED;RA000463;33168156;724500A93Z8V1MJK5349
724500Y4I0V7HAKADA53;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;L.P.J. Mosch Beheer B.V.;ACTIVE;RA000463;20125737;Besloten Vennootschap;Blauwoogvlinder 8;;;;Breda;4814ST;;NL;Blauwoogvlinder 8;;;;Breda;4814ST;;NL;NL;;FULLY_CORROBORATED;RA000463;20125737;724500A93Z8V1MJK5349
